"","gender","age","job","account","YearlyIncome","YearlyOutcome","transaction_type","yearly_deposit_transactions","yearly_withdrawl_transactions","average_deposit_ammount","average_withdrawl_ammount","transaction_amount","weekly_deposits","weekly_withdrawls","weekly_amount","observed_weekly_amount","flag"
"14486","Female","26","House Wife","Saving","1775887","796488","Withdrawl","16","366","110992","2176","41275","0","6","5327661","5327169","Normal"
"14487","Female","56","Employee","Saving","1953943","0","Withdrawl","24","707","81414","0","0","0","18","3907886","3906703","Normal"
"14488","Female","36","Employee","Saving","1762959","0","Withdrawl","33","710","53423","0","0","1","21","2564304","2564926","Normal"
"14489","Female","52","Employee","Current","1895332","1124795","Deposit","156","838","12149","1342","51392","1","27","583179","581197","dep_Suspicious"
"14490","Female","37","Employee","Saving","1903014","0","Withdrawl","27","774","70482","0","0","0","14","3383136","3382108","Normal"
"14491","Male","41","Employee","Saving","2057563","0","Withdrawl","30","723","68585","0","0","0","22","3292100","3292705","Normal"
"14492","Female","50","Private Business","Current","49807175","3455368","Withdrawl","3645","1837","13664","1880","1115","66","32","655896","654837","Normal"
"14493","Female","27","Private Business","Current","49899154","3368124","Deposit","3681","1782","13555","1890","1477208","82","32","650681","650251","dep_Suspicious"
"14494","Female","63","House Wife","Saving","49899154","3368124","Deposit","27","341","1848116","9877","2073522","1","6","88709607","88709377","Normal"
"14495","Male","30","Employee","Saving","1873748","0","Deposit","32","735","58554","0","671102","1","10","2810622","2811332","dep_Suspicious"
"14496","Male","53","Employee","Saving","1882547","0","Withdrawl","19","741","99081","0","0","1","11","4755908","4757290","Normal"
"14497","Female","55","Private Business","Current","49811368","3381089","Deposit","3522","1834","14142","1843","276120","75","37","678860","677917","dep_Suspicious"
"14498","Male","49","Private Business","Saving","50130765","39779852","Deposit","31","701","1617121","56747","756621","0","11","77621829","77621772","Normal"
"14499","Female","57","Employee","Saving","2067112","0","Withdrawl","25","755","82684","0","0","1","20","3968855","3967738","Normal"
"14500","Female","30","Employee","Current","1706333","763912","Deposit","126","819","13542","932","341759","4","20","650031","650170","dep_Suspicious"
"14501","Male","20","Student","Saving","503268","458109","Withdrawl","22","127","22875","3607","28896","1","2","1098039","1096664","Normal"
"14502","Male","35","Employee","Current","1820456","1063207","Withdrawl","147","830","12384","1280","3174","3","16","594434","594420","Normal"
"14503","Male","32","Employee","Saving","1925345","0","Withdrawl","26","741","74051","0","0","1","16","3554483","3557050","Normal"
"14504","Male","33","Employee","Current","1915271","865149","Deposit","131","831","14620","1041","438618","3","14","701778","701787","dep_Suspicious"
"14505","Male","29","Private Business","Current","49853554","3483276","Deposit","3599","1864","13852","1868","1101876","71","41","664898","664368","dep_Suspicious"
"14506","Female","47","Employee","Saving","2092057","0","Withdrawl","35","745","59773","0","0","2","19","2869106","2868361","Normal"
"14507","Female","25","House Wife","Saving","2092057","0","Withdrawl","25","366","83682","0","0","1","6","4016749","4018135","Normal"
"14508","Male","21","Private Business","Current","50106776","3570689","Deposit","3667","1812","13664","1970","687487","79","24","655883","655400","dep_Suspicious"
"14509","Female","35","House Wife","Saving","50106776","3570689","Deposit","28","346","1789527","10319","3311822","0","7","85897330","85898099","Normal"
"14510","Female","24","Employee","Saving","2041911","0","Withdrawl","27","726","75626","0","0","2","16","3630064","3629661","Normal"
"14511","Male","38","Employee","Saving","2006037","0","Withdrawl","24","697","83584","0","0","0","17","4012074","4011015","Normal"
"14512","Male","28","Private Business","Current","50087874","3378822","Deposit","3638","1794","13767","1883","470698","97","42","660862","662659","dep_Suspicious"
"14513","Male","23","Employee","Current","1744456","1063931","Deposit","159","802","10971","1326","154833","1","19","526628","523996","dep_Suspicious"
"14514","Male","51","Private Business","Current","50076035","3606879","Withdrawl","3650","1745","13719","2066","53747","89","49","658534","659157","Normal"
"14515","Male","46","Private Business","Current","49960926","3577428","Withdrawl","3652","1753","13680","2040","41980","63","36","656660","655111","Normal"
"14516","Female","49","Employee","Saving","2164739","0","Withdrawl","39","742","55506","0","0","0","16","2664294","2664186","Normal"
"14517","Male","23","Employee","Saving","1988760","0","Withdrawl","30","724","66292","0","0","0","15","3182016","3182051","Normal"
"14518","Male","43","Employee","Saving","1726369","0","Withdrawl","40","671","43159","0","0","2","18","2071642","2071723","Normal"
"14519","Male","40","Employee","Current","1764247","822330","Withdrawl","146","821","12083","1001","92763","4","13","580026","579766","Normal"
"14520","Female","59","Private Business","Current","49953703","3534387","Deposit","3566","1793","14008","1971","1188501","65","31","672399","670241","dep_Suspicious"
"14521","Male","45","Private Business","Current","50083268","3533581","Withdrawl","3632","1822","13789","1939","46706","71","41","661893","662283","Normal"
"14522","Male","31","Employee","Saving","1941533","0","Deposit","22","733","88251","0","1711188","2","18","4236072","4236605","dep_Suspicious"
"14523","Male","30","Employee","Saving","1737220","0","Deposit","41","721","42371","0","896582","2","16","2033818","2034162","dep_Suspicious"
"14524","Male","18","Student","Saving","654790","610262","Withdrawl","19","146","34462","4179","7377","0","3","1654206","1654645","Normal"
"14525","Male","59","Employee","Current","1720316","841904","Withdrawl","135","736","12743","1143","90951","4","22","611667","610860","Normal"
"14526","Male","18","Student","Saving","609646","753451","Withdrawl","21","129","29030","5840","186456","0","2","1393476","1393777","Normal"
"14527","Male","74","Retired","Current","782787","580260","Withdrawl","1076","440","727","1318","3906","25","10","34919","33862","Normal"
"14528","Male","39","Private Business","Current","49914234","3572266","Deposit","3602","1887","13857","1893","973536","77","35","665153","663961","dep_Suspicious"
"14529","Male","67","Retired","Current","790946","671346","Deposit","1042","383","759","1752","0","21","10","36435","37698","Normal"
"14530","Male","46","Private Business","Current","49881393","3462945","Deposit","3572","1722","13964","2011","283583","74","40","670298","671372","dep_Suspicious"
"14531","Female","21","Student","Saving","828690","481093","Withdrawl","26","140","31872","3436","70436","1","3","1529889","1529115","Normal"
"14532","Male","28","Employee","Current","1776126","965371","Withdrawl","160","721","11100","1338","201993","2","12","532837","532036","Normal"
"14533","Male","33","Private Business","Current","49959634","3453852","Withdrawl","3559","1775","14037","1945","3421","75","38","673802","675184","Normal"
"14534","Male","31","Employee","Saving","1957501","0","Withdrawl","34","692","57573","0","0","0","8","2763530","2763879","Normal"
"14535","Female","35","Employee","Current","1828677","828785","Withdrawl","164","812","11150","1020","87448","1","15","535222","534927","Normal"
"14536","Male","45","Employee","Current","1726527","971788","Deposit","140","865","12332","1123","333894","1","11","591952","592502","dep_Suspicious"
"14537","Female","42","Employee","Current","1732298","920904","Withdrawl","129","804","13428","1145","154953","2","13","644576","643628","Normal"
"14538","Female","35","House Wife","Saving","1732298","920904","Deposit","25","352","69291","2616","1332108","0","6","3326012","3326552","dep_Suspicious"
"14539","Male","30","Employee","Current","1793460","1021221","Withdrawl","162","817","11070","1249","31732","4","14","531395","530955","Normal"
"14540","Female","33","Employee","Saving","1990297","0","Withdrawl","36","702","55286","0","0","0","11","2653729","2652883","Normal"
"14541","Female","37","Employee","Investment","4963779","1051277","Withdrawl","1","2","4963779","525638","577833","0","0","238261392","238261540","Normal"
"14542","Male","52","Employee","Saving","2153534","0","Withdrawl","35","698","61529","0","0","0","14","2953418","2951981","Normal"
"14543","Male","21","Student","Saving","846465","539892","Withdrawl","26","170","32556","3175","128000","0","2","1562704","1561682","Normal"
"14544","Male","24","Private Business","Saving","50161292","39906656","Withdrawl","30","678","1672043","58859","66627","1","15","80258067","80257386","Normal"
"14545","Male","73","Retired","Saving","688145","576774","Withdrawl","9","123","76460","4689","168711","3","2","3670106","3669288","Normal"
"14546","Female","18","Student","Saving","691757","454804","Deposit","17","132","40691","3445","1218608","1","1","1953196","1952281","dep_Suspicious"
"14547","Male","24","Employee","Saving","2017095","0","Withdrawl","35","754","57631","0","0","2","14","2766301","2766760","Normal"
"14548","Male","18","Student","Saving","731804","512485","Withdrawl","22","124","33263","4132","2794","1","3","1596663","1595643","Normal"
"14549","Male","32","Private Business","Current","50120776","3573671","Withdrawl","3627","1747","13818","2045","52224","66","29","663302","663804","Normal"
"14550","Female","37","Employee","Current","1783666","879381","Withdrawl","137","753","13019","1167","160575","4","20","624934","623448","Normal"
"14551","Male","41","Employee","Current","1892129","950663","Withdrawl","140","797","13515","1192","35611","3","13","648729","648982","Normal"
"14552","Male","70","Retired","Saving","763568","474026","Withdrawl","15","141","50904","3361","83010","0","4","2443417","2441568","Normal"
"14553","Male","29","Private Business","Current","50030602","3573308","Withdrawl","3596","1822","13912","1961","20053","58","41","667816","669253","Normal"
"14554","Male","63","Employee","Saving","1980833","0","Deposit","36","696","55023","0","111934","0","24","2641110","2640435","dep_Suspicious"
"14555","Female","36","Employee","Current","2042530","861251","Withdrawl","144","826","14184","1042","55315","3","14","680843","678426","Normal"
"14556","Male","45","Employee","Current","1804397","693116","Deposit","140","777","12888","892","70384","4","12","618650","618329","dep_Suspicious"
"14557","Male","18","Student","Saving","699630","630351","Withdrawl","20","164","34981","3843","14868","0","3","1679112","1680484","Normal"
"14558","Male","41","Employee","Current","1727574","1129123","Withdrawl","146","780","11832","1447","10988","3","9","567969","567403","Normal"
"14559","Male","59","Private Business","Current","50032664","3586154","Withdrawl","3615","1775","13840","2020","35148","82","42","664334","664951","Normal"
"14560","Female","35","Employee","Saving","1940401","0","Withdrawl","34","711","57070","0","0","1","22","2739389","2740377","Normal"
"14561","Male","30","Employee","Saving","1970224","0","Withdrawl","34","721","57947","0","0","1","9","2781492","2782159","Normal"
"14562","Female","40","Private Business","Current","49836246","3459486","Deposit","3630","1717","13728","2014","1376355","63","28","658991","660477","dep_Suspicious"
"14563","Female","32","House Wife","Saving","49836246","3459486","Deposit","32","339","1557382","10204","2968236","1","11","74754369","74757440","Normal"
"14564","Male","36","Private Business","Saving","49979652","40003140","Deposit","32","722","1561864","55406","2556684","0","19","74969478","74968779","Normal"
"14565","Male","63","Employee","Saving","2155066","0","Deposit","38","706","56712","0","71099","0","18","2722188","2722373","Normal"
"14566","Male","58","Employee","Saving","1718304","0","Withdrawl","31","747","55429","0","0","0","16","2660599","2659536","Normal"
"14567","Male","40","Employee","Saving","2053363","0","Withdrawl","27","751","76050","0","0","0","16","3650423","3650401","Normal"
"14568","Male","20","Student","Saving","654420","598020","Withdrawl","30","163","21814","3668","17476","0","0","1047072","1047284","Normal"
"14569","Female","27","Employee","Current","1789256","997386","Withdrawl","158","822","11324","1213","30457","2","22","543571","543626","Normal"
"14570","Female","20","Student","Saving","731803","609664","Withdrawl","15","132","48786","4618","10295","0","5","2341769","2341827","Normal"
"14571","Male","29","Employee","Current","1831747","922526","Withdrawl","164","814","11169","1133","39523","3","23","536121","536171","Normal"
"14572","Female","30","Private Business","Current","49932190","3306333","Withdrawl","3525","1803","14165","1833","108587","80","35","679927","679195","Normal"
"14573","Male","46","Private Business","Saving","50039166","39947113","Deposit","23","700","2175615","57067","2334959","0","20","104429563","104430633","Normal"
"14574","Male","38","Employee","Saving","2059121","0","Deposit","38","752","54187","0","650296","0","6","2600994","2600538","dep_Suspicious"
"14575","Male","51","Employee","Current","1797410","895144","Withdrawl","143","821","12569","1090","30567","0","23","603326","602014","Normal"
"14576","Female","29","Private Business","Investment","49981586","9931435","Withdrawl","2","1","24990793","9931435","10069424","0","0","1199558064","1199558491","Normal"
"14577","Male","22","Private Business","Investment","49939861","9980371","Deposit","3","1","16646620","9980371","16204083","0","0","799037776","799037534","Normal"
"14578","Male","51","Private Business","Current","49893053","3415210","Deposit","3666","1785","13609","1913","688462","88","33","653264","654085","dep_Suspicious"
"14579","Male","30","Private Business","Current","50057509","3555706","Withdrawl","3639","1752","13755","2029","169241","84","27","660280","659798","Normal"
"14580","Male","74","Retired","Saving","600467","538006","Withdrawl","11","151","54587","3562","97488","1","3","2620219","2620632","Normal"
"14581","Female","28","House Wife","Saving","600467","538006","Deposit","24","352","25019","1528","859145","0","7","1200934","1202639","dep_Suspicious"
"14582","Male","20","Student","Saving","770403","622495","Withdrawl","23","167","33495","3727","33651","0","6","1607797","1608512","Normal"
"14583","Male","20","Student","Saving","579891","506193","Withdrawl","22","160","26358","3163","34135","0","2","1265216","1265898","Normal"
"14584","Female","56","Private Business","Current","50085435","3439302","Withdrawl","3551","1764","14104","1949","13983","85","39","677020","677045","Normal"
"14585","Male","42","Employee","Saving","1836749","0","Withdrawl","28","722","65598","0","0","0","15","3148712","3149038","Normal"
"14586","Female","22","Private Business","Current","49987367","3443310","Deposit","3535","1780","14140","1934","1389483","82","44","678753","679884","dep_Suspicious"
"14587","Male","46","Private Business","Investment","49939592","9916812","Deposit","3","1","16646530","9916812","17500720","0","0","799033472","799032649","Normal"
"14588","Female","24","House Wife","Saving","49939592","9916812","Deposit","23","377","2171286","26304","1304013","2","5","104221757","104221724","Normal"
"14589","Male","44","Employee","Saving","1989925","0","Withdrawl","21","744","94758","0","0","2","15","4548400","4547464","Normal"
"14590","Male","28","Employee","Saving","2089060","0","Withdrawl","36","737","58029","0","0","0","17","2785413","2785794","Normal"
"14591","Male","62","Employee","Saving","1930532","0","Withdrawl","35","738","55158","0","0","1","22","2647586","2646641","Normal"
"14592","Female","42","House Wife","Saving","1930532","0","Withdrawl","18","341","107251","0","0","0","5","5148085","5148844","Normal"
"14593","Female","32","Private Business","Current","49984614","3547730","Deposit","3553","1809","14068","1961","687794","77","44","675277","675312","dep_Suspicious"
"14594","Male","70","Private Business","Current","49880647","3407151","Deposit","3594","1830","13878","1861","1136450","96","36","666185","666034","dep_Suspicious"
"14595","Male","37","Employee","Saving","2209295","0","Withdrawl","31","737","71267","0","0","1","10","3420843","3421836","Normal"
"14596","Male","18","Student","Saving","722841","419425","Withdrawl","21","143","34421","2933","21281","0","2","1652208","1652517","Normal"
"14597","Male","22","Employee","Saving","2091250","0","Withdrawl","31","687","67459","0","0","1","11","3238064","3237989","Normal"
"14598","Male","32","Employee","Saving","1962241","0","Withdrawl","26","728","75470","0","0","0","20","3622598","3621876","Normal"
"14599","Male","60","Employee","Saving","2049624","0","Withdrawl","34","771","60283","0","0","1","16","2893586","2893925","Normal"
"14600","Female","39","Private Business","Saving","49978171","39985085","Deposit","24","682","2082423","58629","1679387","0","17","99956342","99955469","Normal"
"14601","Male","55","Employee","Current","1861995","821833","Withdrawl","124","728","15016","1128","19744","6","17","720772","720885","Normal"
"14602","Male","34","Employee","Saving","2126878","0","Deposit","33","755","64450","0","1416734","1","12","3093640","3092474","dep_Suspicious"
"14603","Male","21","Student","Saving","696598","606414","Withdrawl","27","138","25799","4394","70212","0","4","1238396","1237740","Normal"
"14604","Male","52","Employee","Saving","2006328","0","Withdrawl","32","745","62697","0","0","1","13","3009492","3008889","Normal"
"14605","Female","18","Student","Saving","658632","538693","Deposit","25","139","26345","3875","2867165","2","3","1264573","1263063","dep_Suspicious"
"14606","Female","28","Employee","Saving","1987660","0","Withdrawl","30","714","66255","0","0","1","12","3180256","3178874","Normal"
"14607","Female","21","Student","Saving","737039","418185","Withdrawl","29","124","25415","3372","109595","1","3","1219926","1220466","Normal"
"14608","Male","50","Employee","Saving","2087899","0","Withdrawl","31","731","67351","0","0","1","22","3232875","3230784","Normal"
"14609","Male","42","Employee","Current","1904607","973947","Withdrawl","156","817","12209","1192","40360","2","15","586032","585148","Normal"
"14610","Female","20","Student","Saving","735145","508896","Withdrawl","29","171","25349","2976","29924","0","0","1216791","1214917","Normal"
"14611","Female","41","Employee","Saving","2082784","0","Withdrawl","34","726","61258","0","0","1","15","2940400","2941052","Normal"
"14612","Male","51","Private Business","Current","50126651","3412115","Deposit","3563","1781","14068","1915","588397","71","53","675295","676090","dep_Suspicious"
"14613","Male","51","Private Business","Current","49947041","3325661","Withdrawl","3707","1828","13473","1819","82451","83","38","646738","647718","Normal"
"14614","Male","19","Student","Saving","792594","676405","Withdrawl","22","137","36027","4937","177804","1","5","1729296","1729657","Normal"
"14615","Female","35","House Wife","Saving","792594","676405","Withdrawl","26","356","30484","1900","112405","0","7","1463250","1463249","Normal"
"14616","Male","31","Employee","Current","1701463","976830","Deposit","157","792","10837","1233","2272475","4","13","520192","522538","dep_Suspicious"
"14617","Male","41","Private Business","Current","49838978","3579157","Deposit","3564","1754","13984","2040","938406","65","36","671232","671958","smurf_suspicious"
"14618","Female","25","House Wife","Saving","49838978","3579157","Withdrawl","14","386","3559927","9272","17460","0","12","170876496","170876837","Normal"
"14619","Female","43","Employee","Saving","1864783","0","Withdrawl","35","733","53279","0","0","0","18","2557416","2558086","Normal"
"14620","Female","45","Private Business","Current","50006143","3239434","Withdrawl","3523","1761","14194","1839","72494","82","35","681321","680195","Normal"
"14621","Female","58","House Wife","Saving","50006143","3239434","Withdrawl","23","368","2174180","8802","8317","1","4","104360646","104361477","Normal"
"14622","Male","25","Private Business","Current","49995698","3437678","Withdrawl","3660","1801","13660","1908","30048","80","31","655681","653964","Normal"
"14623","Female","43","House Wife","Saving","49995698","3437678","Deposit","28","356","1785560","9656","2774155","1","7","85706910","85706302","Normal"
"14624","Male","62","Employee","Saving","1936647","0","Withdrawl","44","732","44014","0","0","1","17","2112705","2111625","Normal"
"14625","Female","29","Private Business","Saving","49840814","40209433","Withdrawl","31","730","1607768","55081","114900","1","12","77172873","77173551","Normal"
"14626","Female","41","Employee","Saving","1950800","0","Withdrawl","27","747","72251","0","0","1","10","3468088","3468370","Normal"
"14627","Male","29","Employee","Saving","2112202","0","Withdrawl","30","769","70406","0","0","0","11","3379523","3380635","Normal"
"14628","Male","27","Private Business","Current","49945324","3380695","Deposit","3563","1768","14017","1912","540189","79","37","672853","672392","dep_Suspicious"
"14629","Male","43","Employee","Current","1651370","962767","Deposit","126","839","13106","1147","691793","2","17","629093","629548","dep_Suspicious"
"14630","Male","28","Private Business","Current","49924116","3524098","Withdrawl","3502","1813","14255","1943","21929","75","29","684282","684309","Normal"
"14631","Female","42","Private Business","Current","50007510","3384053","Withdrawl","3618","1797","13821","1883","24421","70","45","663449","661347","Normal"
"14632","Male","35","Private Business","Current","49975348","3415193","Deposit","3614","1857","13828","1839","2341051","86","38","663756","664943","dep_Suspicious"
"14633","Female","21","Student","Saving","782674","660235","Withdrawl","30","128","26089","5158","55170","0","1","1252278","1251594","Normal"
"14634","Female","40","Employee","Current","1772540","825965","Deposit","126","845","14067","977","327009","3","15","675253","674311","dep_Suspicious"
"14635","Male","34","Employee","Saving","2092272","0","Withdrawl","34","727","61537","0","0","1","14","2953795","2953140","Normal"
"14636","Male","31","Private Business","Saving","50087873","39881396","Deposit","35","669","1431082","59613","1594623","0","5","68691940","68692206","Normal"
"14637","Female","37","Employee","Saving","1976542","0","Withdrawl","21","743","94121","0","0","0","16","4517810","4517689","Normal"
"14638","Male","37","Private Business","Current","49838469","3432656","Deposit","3650","1936","13654","1773","112199","72","37","655410","655140","dep_Suspicious"
"14639","Male","57","Employee","Saving","2021981","0","Withdrawl","35","732","57770","0","0","0","10","2773002","2772325","Normal"
"14640","Female","31","House Wife","Saving","2021981","0","Withdrawl","26","328","77768","0","0","1","4","3732888","3731020","Normal"
"14641","Male","46","Employee","Saving","2003040","0","Deposit","26","754","77040","0","627891","0","15","3697920","3698467","dep_Suspicious"
"14642","Female","45","Employee","Saving","2139357","0","Withdrawl","28","681","76405","0","0","1","20","3667469","3668224","Normal"
"14643","Male","26","Employee","Saving","2109247","0","Withdrawl","26","656","81124","0","0","0","17","3893994","3895026","Normal"
"14644","Male","20","Student","Saving","885223","441678","Withdrawl","17","151","52071","2925","53615","0","3","2499453","2500205","Normal"
"14645","Female","47","Private Business","Current","49899453","3513812","Deposit","3602","1798","13853","1954","118433","82","40","664956","663955","dep_Suspicious"
"14646","Female","24","Private Business","Current","50028983","3774137","Withdrawl","3498","1864","14302","2024","5381","76","41","686504","687316","smurf_suspicious"
"14647","Male","37","Private Business","Current","50156676","3363279","Withdrawl","3603","1760","13920","1910","137199","88","40","668198","668397","Normal"
"14648","Female","32","House Wife","Saving","50156676","3363279","Withdrawl","18","342","2786482","9834","14958","0","7","133751136","133751589","Normal"
"14649","Male","32","Employee","Saving","1898465","0","Withdrawl","19","725","99919","0","0","0","16","4796122","4795185","Normal"
"14650","Male","50","Employee","Current","1906670","869962","Deposit","144","825","13240","1054","699084","3","19","635556","635124","dep_Suspicious"
"14651","Female","50","Employee","Current","1824764","769977","Withdrawl","126","817","14482","942","35661","5","13","695148","692930","Normal"
"14652","Male","18","Student","Saving","576866","499119","Withdrawl","23","124","25081","4025","212531","0","3","1203894","1204642","Normal"
"14653","Female","42","Employee","Current","1821430","771566","Deposit","152","810","11983","952","42471","0","19","575188","576188","dep_Suspicious"
"14654","Female","33","House Wife","Saving","1821430","771566","Withdrawl","27","347","67460","2223","30315","0","7","3238097","3237761","Normal"
"14655","Female","20","Student","Saving","694889","635889","Deposit","25","146","27795","4355","1883706","0","2","1334186","1336411","dep_Suspicious"
"14656","Female","51","Private Business","Current","49914282","3438173","Withdrawl","3433","1816","14539","1893","175176","64","30","697898","698364","Normal"
"14657","Male","28","Private Business","Current","50065775","3522171","Deposit","3526","1841","14199","1913","467989","74","36","681553","681021","dep_Suspicious"
"14658","Male","52","Private Business","Saving","49968628","40009290","Withdrawl","25","669","1998745","59804","150784","1","12","95939765","95939446","Normal"
"14659","Female","46","Employee","Saving","1853301","0","Withdrawl","33","743","56160","0","0","2","14","2695710","2696832","Normal"
"14660","Female","52","Employee","Saving","1779133","0","Withdrawl","31","733","57391","0","0","1","14","2754786","2753456","Normal"
"14661","Female","20","Student","Saving","663453","472569","Withdrawl","20","136","33172","3474","38159","0","6","1592287","1591462","Normal"
"14662","Female","22","Employee","Saving","2150130","0","Deposit","38","701","56582","0","1755862","0","12","2715953","2715792","dep_Suspicious"
"14663","Female","26","Employee","Saving","1834611","0","Deposit","37","722","49584","0","1847955","0","12","2380035","2380551","dep_Suspicious"
"14664","Male","21","Private Business","Current","50041848","3506228","Deposit","3762","1805","13301","1942","376862","86","31","638492","638547","dep_Suspicious"
"14665","Male","38","Private Business","Current","50085280","3443071","Deposit","3644","1786","13744","1927","1289907","85","41","659740","658413","dep_Suspicious"
"14666","Female","36","House Wife","Saving","50085280","3443071","Withdrawl","21","391","2385013","8805","7618","0","11","114480640","114480358","Normal"
"14667","Female","32","House Wife","Saving","50085280","3443071","Withdrawl","20","355","2504264","9698","85779","1","6","120204672","120203803","Normal"
"14668","Male","27","Employee","Saving","1997828","0","Withdrawl","39","740","51226","0","0","2","19","2458865","2458196","Normal"
"14669","Female","18","Student","Saving","831855","536095","Withdrawl","20","119","41592","4505","59895","0","1","1996452","1996389","Normal"
"14670","Male","29","Private Business","Current","50006479","3443151","Deposit","3490","1724","14328","1997","4100","65","35","687768","687248","Normal"
"14671","Male","45","Private Business","Current","49920234","3346984","Deposit","3664","1853","13624","1806","251270","78","46","653976","655165","dep_Suspicious"
"14672","Female","46","House Wife","Saving","49920234","3346984","Deposit","25","373","1996809","8973","943769","1","5","95846849","95848849","Normal"
"14673","Male","18","Student","Saving","615613","530911","Withdrawl","23","167","26765","3179","45015","0","3","1284757","1284431","Normal"
"14674","Male","28","Employee","Saving","2135456","0","Withdrawl","28","759","76266","0","0","2","17","3660781","3662998","Normal"
"14675","Male","43","Employee","Saving","1717709","0","Withdrawl","33","712","52051","0","0","2","17","2498485","2499273","Normal"
"14676","Male","32","Employee","Saving","2028053","0","Withdrawl","38","743","53369","0","0","1","19","2561751","2562660","Normal"
"14677","Male","20","Student","Saving","510251","455830","Withdrawl","28","139","18223","3279","18685","0","1","874716","873970","Normal"
"14678","Male","46","Employee","Saving","2188341","0","Withdrawl","31","704","70591","0","0","0","12","3388398","3388777","Normal"
"14679","Female","36","Employee","Saving","1856290","0","Withdrawl","28","750","66296","0","0","0","20","3182211","3181875","Normal"
"14680","Male","32","Private Business","Current","49971192","3593038","Deposit","3557","1808","14048","1987","1622593","75","37","674337","675059","dep_Suspicious"
"14681","Male","31","Employee","Saving","1817267","0","Withdrawl","35","694","51921","0","0","0","18","2492251","2491360","Normal"
"14682","Male","18","Student","Saving","735076","513520","Withdrawl","32","167","22971","3074","15451","1","5","1102614","1101577","Normal"
"14683","Male","36","Employee","Saving","2019459","0","Withdrawl","23","755","87802","0","0","0","16","4214523","4215768","Normal"
"14684","Male","19","Student","Saving","734616","621388","Withdrawl","30","145","24487","4285","147315","0","3","1175385","1175631","Normal"
"14685","Male","35","Employee","Saving","2034728","0","Deposit","29","690","70163","0","915163","0","14","3367825","3369007","dep_Suspicious"
"14686","Male","51","Private Business","Current","49941320","3578353","Withdrawl","3622","1930","13788","1854","110497","70","37","661839","659935","Normal"
"14687","Male","54","Employee","Current","1804391","1007347","Deposit","149","803","12110","1254","956433","3","25","581280","581986","dep_Suspicious"
"14688","Female","27","Private Business","Saving","49899912","39968921","Withdrawl","35","724","1425711","55205","325070","0","16","68434165","68435401","Normal"
"14689","Male","41","Employee","Saving","2049809","0","Deposit","26","726","78838","0","272995","0","10","3784262","3784686","dep_Suspicious"
"14690","Male","61","Employee","Saving","2234478","0","Withdrawl","34","682","65719","0","0","2","16","3154557","3154180","Normal"
"14691","Female","52","House Wife","Saving","2234478","0","Withdrawl","18","349","124137","0","0","0","6","5958608","5958874","Normal"
"14692","Female","59","House Wife","Saving","2234478","0","Withdrawl","29","332","77050","0","0","0","10","3698446","3698341","Normal"
"14693","Female","53","Private Business","Current","49992842","3510795","Withdrawl","3523","1827","14190","1921","14432","57","57","681140","679109","Normal"
"14694","Male","64","Employee","Saving","2114271","0","Withdrawl","40","685","52856","0","0","6","12","2537125","2536320","Normal"
"14695","Male","27","Employee","Saving","1912722","0","Withdrawl","29","704","65955","0","0","2","15","3165884","3165706","Normal"
"14696","Female","52","Employee","Saving","2064295","0","Withdrawl","32","725","64509","0","0","2","15","3096442","3097298","Normal"
"14697","Male","51","Employee","Saving","1994415","0","Withdrawl","24","676","83100","0","0","0","11","3988830","3987403","Normal"
"14698","Female","31","Employee","Current","1860372","781158","Withdrawl","140","804","13288","971","40569","1","21","637841","636380","Normal"
"14699","Female","56","Employee","Saving","1990282","0","Withdrawl","23","741","86534","0","0","0","15","4153632","4153203","Normal"
"14700","Female","49","Employee","Saving","1936050","0","Deposit","26","704","74463","0","876491","1","10","3574246","3572251","dep_Suspicious"
"14701","Male","39","Employee","Saving","2066830","0","Deposit","28","703","73815","0","61996","0","15","3543137","3543114","Normal"
"14702","Male","19","Student","Saving","970209","485115","Deposit","22","136","44100","3567","413306","0","3","2116819","2116266","dep_Suspicious"
"14703","Male","24","Employee","Saving","2057539","0","Withdrawl","35","742","58786","0","0","1","18","2821767","2821653","Normal"
"14704","Female","24","House Wife","Saving","2057539","0","Withdrawl","33","363","62349","0","0","0","11","2992784","2993252","Normal"
"14705","Female","42","House Wife","Saving","2057539","0","Withdrawl","21","359","97978","0","0","0","8","4702946","4704067","Normal"
"14706","Female","50","Employee","Saving","2056546","0","Withdrawl","29","709","70915","0","0","0","10","3403938","3405784","Normal"
"14707","Male","27","Private Business","Investment","49831088","9970023","Withdrawl","5","1","9966217","9970023","10027689","0","0","478378444","478379974","Normal"
"14708","Male","23","Employee","Current","1910589","670693","Deposit","130","792","14696","846","656856","2","8","705448","704104","dep_Suspicious"
"14709","Male","40","Private Business","Current","49976241","3411846","Withdrawl","3639","1830","13733","1864","93689","61","40","659208","658430","Normal"
"14710","Male","45","Employee","Current","1789711","1018478","Deposit","147","741","12174","1374","1221742","1","16","584395","584144","dep_Suspicious"
"14711","Female","22","Private Business","Current","50126490","3368820","Deposit","3650","1836","13733","1834","1606639","77","38","659197","659749","dep_Suspicious"
"14712","Male","29","Private Business","Current","49959173","3486455","Withdrawl","3615","1823","13819","1912","100221","71","39","663358","662938","Normal"
"14713","Female","33","Employee","Saving","2081810","0","Withdrawl","35","704","59480","0","0","1","17","2855053","2856583","Normal"
